ID,Session ID,Vote,Opinion Text,Submitted At,Is Flagged,Flagged By,Flagged At,Flag Reason,Access Type,Group/Participant Name,Participation Code,Access Granted At,Participation URL,Page Visit Timestamps,Module Status,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences. (text),Full Response Metadata (JSON)
8859,mf1xnic6-5gbwh2,no-vote,Cutting academic funding risks harming research and education. It could limit opportunities for students and slow innovation.,2025-09-02T02:32:15.492641+00:00,False,,,,public,,,2025-09-02T02:32:15.510Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=656a67828a3cf09f538c7fc4&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b656fb99576f5abd8ef8d3,Page 1: 02:31:31; Page 2: 02:32:12,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,Cutting academic funding risks harming research and education. It could limit opportunities for students and slow innovation.,"{""_session_id"": ""mf1xmk8l-1mqq7i"", ""_page_visits"": {""0"": ""2025-09-02T02:31:31.511Z"", ""1"": ""2025-09-02T02:32:12.949Z""}, ""_submitted_at"": ""2025-09-02T02:32:15.492264"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:32:15.510Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=656a67828a3cf09f538c7fc4&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b656fb99576f5abd8ef8d3"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Cutting academic funding risks harming research and education. It could limit opportunities for students and slow innovation.""}"
8850,mf1xl3hj-fbrtuc,no-vote,"This administration has been dismantling every good thing in this country from the top down, and this one will hurt our children if this decision is not reversed. This country is already horrendous for access to education and literacy rate, there is zero reason to cut funding, and it's entirely out of control over the public to make them less intelligent and more likely to fall to fascism.",2025-09-02T02:30:28.158098+00:00,False,,,,public,,,2025-09-02T02:30:22.952Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5d17ce93ac37cd0019535088&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b65646d9a4665a1afa8b10,Page 1: 02:28:25; Page 2: 02:30:21,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,"This administration has been dismantling every good thing in this country from the top down, and this one will hurt our children if this decision is not reversed. This country is already horrendous for access to education and literacy rate, there is zero reason to cut funding, and it's entirely out of control over the public to make them less intelligent and more likely to fall to fascism.","{""_session_id"": ""mf1xiijc-6zpm3l"", ""_page_visits"": {""0"": ""2025-09-02T02:28:25.403Z"", ""1"": ""2025-09-02T02:30:21.043Z""}, ""_submitted_at"": ""2025-09-02T02:30:28.157747"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:30:22.952Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5d17ce93ac37cd0019535088&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b65646d9a4665a1afa8b10"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""This administration has been dismantling every good thing in this country from the top down, and this one will hurt our children if this decision is not reversed. This country is already horrendous for access to education and literacy rate, there is zero reason to cut funding, and it's entirely out of control over the public to make them less intelligent and more likely to fall to fascism.""}"
8848,mf1xkkol-gfvky6,no-vote,"I think it's terrible and will greatly impact (negatively) research at universities throughout the country, especially medical research.",2025-09-02T02:29:58.696781+00:00,False,,,,public,,,2025-09-02T02:29:58.581Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=60038fcb3919e748155efc28&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b655823e2326f90a18fa0f,Page 1: 02:25:12; Page 2: 02:29:38,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,"I think it's terrible and will greatly impact (negatively) research at universities throughout the country, especially medical research.","{""_session_id"": ""mf1xefys-whn68w"", ""_page_visits"": {""0"": ""2025-09-02T02:25:12.574Z"", ""1"": ""2025-09-02T02:29:38.417Z""}, ""_submitted_at"": ""2025-09-02T02:29:58.696418"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:29:58.581Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=60038fcb3919e748155efc28&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b655823e2326f90a18fa0f"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think it's terrible and will greatly impact (negatively) research at universities throughout the country, especially medical research.""}"
8841,mf1xj2sr-dj2v76,no-vote,"Honestly, cutting academic funding feels pretty short-sighted. It saves some cash now, but it’s gonna hurt our kids and students and slow down progress in the long run.",2025-09-02T02:28:49.267992+00:00,False,,,,public,,,2025-09-02T02:28:48.748Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=6797d5ada6654ec99f741b08&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b655fa99576f5abd8ef8ca,Page 1: 02:27:17; Page 2: 02:28:45,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,"Honestly, cutting academic funding feels pretty short-sighted. It saves some cash now, but it’s gonna hurt our kids and students and slow down progress in the long run.","{""_session_id"": ""mf1xh4fw-8p0x56"", ""_page_visits"": {""0"": ""2025-09-02T02:27:17.685Z"", ""1"": ""2025-09-02T02:28:45.195Z""}, ""_submitted_at"": ""2025-09-02T02:28:49.267618"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:28:48.748Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=6797d5ada6654ec99f741b08&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b655fa99576f5abd8ef8ca"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Honestly, cutting academic funding feels pretty short-sighted. It saves some cash now, but it\u2019s gonna hurt our kids and students and slow down progress in the long run.""}"
8838,mf1xicp7-8711nh,no-vote,No strong feeling on it. Initial belief is education needs an overhaul and cuts may lead to something better instead of mountains of debt for graduates. ,2025-09-02T02:28:16.203151+00:00,False,,,,public,,,2025-09-02T02:28:14.924Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5ba6d507cf54e40001c45aaf&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b655e9d36ee018baf3a7c3,Page 1: 02:26:54; Page 2: 02:28:11,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,No strong feeling on it. Initial belief is education needs an overhaul and cuts may lead to something better instead of mountains of debt for graduates. ,"{""_session_id"": ""mf1xgmad-v0sjz1"", ""_page_visits"": {""0"": ""2025-09-02T02:26:54.133Z"", ""1"": ""2025-09-02T02:28:11.894Z""}, ""_submitted_at"": ""2025-09-02T02:28:16.202806"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:28:14.924Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5ba6d507cf54e40001c45aaf&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b655e9d36ee018baf3a7c3"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""No strong feeling on it. Initial belief is education needs an overhaul and cuts may lead to something better instead of mountains of debt for graduates. ""}"
8826,mf1xfsk7-qro2of,no-vote,I think it is terrible. I am very upset about how much it is destroying important research.,2025-09-02T02:26:16.820283+00:00,False,,,,public,,,2025-09-02T02:26:15.511Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5eace152e25d6800091dd418&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b65559d5c0a126898ae3bd,Page 1: 02:25:05; Page 2: 02:26:07,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,I think it is terrible. I am very upset about how much it is destroying important research.,"{""_session_id"": ""mf1xeai8-33hpr3"", ""_page_visits"": {""0"": ""2025-09-02T02:25:05.687Z"", ""1"": ""2025-09-02T02:26:07.784Z""}, ""_submitted_at"": ""2025-09-02T02:26:16.819932"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:26:15.511Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5eace152e25d6800091dd418&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b65559d5c0a126898ae3bd"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think it is terrible. I am very upset about how much it is destroying important research.""}"
8792,mf1x8bv8-wvajgu,no-vote,Sounds like a bad idea. Trump could cut other things but why academic? We need more educated people in the world.,2025-09-02T02:20:27.390962+00:00,False,,,,public,,,2025-09-02T02:20:27.285Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5f66893ee1a5b726ff88b66f&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b65444519a73ff4d90c062,Page 1: 02:19:54; Page 2: 02:20:25,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,Sounds like a bad idea. Trump could cut other things but why academic? We need more educated people in the world.,"{""_session_id"": ""mf1x7mwd-7s6xb3"", ""_page_visits"": {""0"": ""2025-09-02T02:19:54.966Z"", ""1"": ""2025-09-02T02:20:25.514Z""}, ""_submitted_at"": ""2025-09-02T02:20:27.390611"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:20:27.285Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5f66893ee1a5b726ff88b66f&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b65444519a73ff4d90c062"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Sounds like a bad idea. Trump could cut other things but why academic? We need more educated people in the world.""}"
8783,mf1x7kf3-uu6kxw,no-vote,"It's what he wants, to keep the general population uneducated and to funnel the money to other places so he can fund his tax cuts for the rich. ",2025-09-02T02:19:09.465974+00:00,False,,,,public,,,2025-09-02T02:19:51.711Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=671912820d4a64051a764936&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b653161876d9fab84e3fb1,Page 1: 02:17:05; Page 2: 02:19:44,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,"It's what he wants, to keep the general population uneducated and to funnel the money to other places so he can fund his tax cuts for the rich. ","{""_session_id"": ""mf1x40gx-2hpbp7"", ""_page_visits"": {""0"": ""2025-09-02T02:17:05.956Z"", ""1"": ""2025-09-02T02:19:44.572Z""}, ""_submitted_at"": ""2025-09-02T02:19:09.465138"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:19:51.711Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=671912820d4a64051a764936&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b653161876d9fab84e3fb1"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""It's what he wants, to keep the general population uneducated and to funnel the money to other places so he can fund his tax cuts for the rich. ""}"
8774,mf1x568e-hrelwv,no-vote,"If true, I believe this to be very bad. Education is something that we as a society should be investing in. Having less educated individuals will mean that society will be more easily manipulated.",2025-09-02T02:18:00.218259+00:00,False,,,,public,,,2025-09-02T02:18:00.015Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=6669d2724209b704efc5a104&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b65387ce7f83c1ce67cb56,Page 1: 02:16:47; Page 2: 02:17:58,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,"If true, I believe this to be very bad. Education is something that we as a society should be investing in. Having less educated individuals will mean that society will be more easily manipulated.","{""_session_id"": ""mf1x3lxd-wd2xo0"", ""_page_visits"": {""0"": ""2025-09-02T02:16:47.111Z"", ""1"": ""2025-09-02T02:17:58.234Z""}, ""_submitted_at"": ""2025-09-02T02:18:00.217882"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:18:00.015Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=6669d2724209b704efc5a104&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b65387ce7f83c1ce67cb56"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""If true, I believe this to be very bad. Education is something that we as a society should be investing in. Having less educated individuals will mean that society will be more easily manipulated.""}"
8770,mf1x4t0d-5pi7vh,no-vote,"I think it is ridiculous and just awful. I don't think academic funding should be cut because education is the way out for our children, and we need to help them in school. ",2025-09-02T02:17:42.861894+00:00,False,,,,public,,,2025-09-02T02:17:42.877Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=655d44dc7b5bb3ccd359375f&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b653889a14d3cbc381116a,Page 1: 02:16:49; Page 2: 02:17:39,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,"I think it is ridiculous and just awful. I don't think academic funding should be cut because education is the way out for our children, and we need to help them in school. ","{""_session_id"": ""mf1x3o09-9f2uxc"", ""_page_visits"": {""0"": ""2025-09-02T02:16:49.851Z"", ""1"": ""2025-09-02T02:17:39.913Z""}, ""_submitted_at"": ""2025-09-02T02:17:42.861235"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:17:42.877Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=655d44dc7b5bb3ccd359375f&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b653889a14d3cbc381116a"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think it is ridiculous and just awful. I don't think academic funding should be cut because education is the way out for our children, and we need to help them in school. ""}"
8757,mf1x3eol-nn7h2r,no-vote,I think that Trump should not have made the decision to cut academic funding because it is important to maintain the education of all. I think that it was not in good taste for trump to do that.,2025-09-02T02:16:37.868031+00:00,False,,,,public,,,2025-09-02T02:16:37.654Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=610508c09d61c098f072605b&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b6534bb61c2e1ba9aa466d,Page 1: 02:15:48; Page 2: 02:16:35,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,I think that Trump should not have made the decision to cut academic funding because it is important to maintain the education of all. I think that it was not in good taste for trump to do that.,"{""_session_id"": ""mf1x2cey-1kexm1"", ""_page_visits"": {""0"": ""2025-09-02T02:15:48.247Z"", ""1"": ""2025-09-02T02:16:35.351Z""}, ""_submitted_at"": ""2025-09-02T02:16:37.867682"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:16:37.654Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=610508c09d61c098f072605b&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b6534bb61c2e1ba9aa466d"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think that Trump should not have made the decision to cut academic funding because it is important to maintain the education of all. I think that it was not in good taste for trump to do that.""}"
8747,mf1x2g97-6iejal,no-vote,I don't think anything good will come of Trump cutting academic funding. The only thing that will happen is our population will continue to fall behind everyone else in other countries when it comes to education. ,2025-09-02T02:15:53.988140+00:00,False,,,,public,,,2025-09-02T02:15:53.036Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5a2111b5bf56cc000176feb5&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b6528fb7da0ac8d045b675,Page 1: 02:12:42; Page 2: 02:15:47,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,I don't think anything good will come of Trump cutting academic funding. The only thing that will happen is our population will continue to fall behind everyone else in other countries when it comes to education. ,"{""_session_id"": ""mf1wydag-xt432j"", ""_page_visits"": {""0"": ""2025-09-02T02:12:42.744Z"", ""1"": ""2025-09-02T02:15:47.785Z""}, ""_submitted_at"": ""2025-09-02T02:15:53.987783"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:15:53.036Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5a2111b5bf56cc000176feb5&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b6528fb7da0ac8d045b675"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I don't think anything good will come of Trump cutting academic funding. The only thing that will happen is our population will continue to fall behind everyone else in other countries when it comes to education. ""}"
8744,mf1x1svz-euyexk,no-vote,I think his decision to cut funding for education is very short sighted and will lead to problems further down the line such as skill gaps and a lack of capable workforce. I hope that our education system will be able to pull through and continue as is despite the setbacks they were already facing with a lack of funding.,2025-09-02T02:15:23.001920+00:00,False,,,,public,,,2025-09-02T02:15:22.752Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5f518c4fb3a4953e4f9f7e18&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b6528b344ca230174b28ea,Page 1: 02:12:33; Page 2: 02:15:10,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,I think his decision to cut funding for education is very short sighted and will lead to problems further down the line such as skill gaps and a lack of capable workforce. I hope that our education system will be able to pull through and continue as is despite the setbacks they were already facing with a lack of funding.,"{""_session_id"": ""mf1wy6h0-0dlmxy"", ""_page_visits"": {""0"": ""2025-09-02T02:12:33.819Z"", ""1"": ""2025-09-02T02:15:10.985Z""}, ""_submitted_at"": ""2025-09-02T02:15:23.001535"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:15:22.752Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=5f518c4fb3a4953e4f9f7e18&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b6528b344ca230174b28ea"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think his decision to cut funding for education is very short sighted and will lead to problems further down the line such as skill gaps and a lack of capable workforce. I hope that our education system will be able to pull through and continue as is despite the setbacks they were already facing with a lack of funding.""}"
8737,mf1x0lyp-aliht2,no-vote,i think its great..the school boards misuse the funding. The kids dont see most of the funding,2025-09-02T02:14:26.180087+00:00,False,,,,public,,,2025-09-02T02:14:27.121Z,https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=66045d9597282a2c36b8adbd&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b652c41e0a8d8718e02123,Page 1: 02:13:32; Page 2: 02:14:23,What are your thoughts on Trump’s decision to cut academic funding? Please answer briefly in 2–3 sentences.: Visible,i think its great..the school boards misuse the funding. The kids dont see most of the funding,"{""_session_id"": ""mf1wzfcv-8f3i57"", ""_page_visits"": {""0"": ""2025-09-02T02:13:32.119Z"", ""1"": ""2025-09-02T02:14:23.447Z""}, ""_submitted_at"": ""2025-09-02T02:14:26.179724"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What are your thoughts on Trump\u2019s decision to cut academic funding? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:14:27.121Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/16ce409c-2fb4-4667-a63a-3d333e7045b7?PROLIFIC_PID=66045d9597282a2c36b8adbd&STUDY_ID=68b601d9bc7478adc2bcc8fb&SESSION_ID=68b652c41e0a8d8718e02123"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""i think its great..the school boards misuse the funding. The kids dont see most of the funding""}"
