ID,Session ID,Vote,Opinion Text,Submitted At,Is Flagged,Flagged By,Flagged At,Flag Reason,Access Type,Group/Participant Name,Participation Code,Access Granted At,Participation URL,Page Visit Timestamps,Module Status,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences. (text)",Full Response Metadata (JSON)
8294,mf1s3gd5-sr7mgd,no-vote,"Tipping is getting out of hand due to the tablet point of sale systems. Places that used to not have tipping now are asking for tips, and it's uncomfortable to say no or requires multiple taps to get to 0%. By default, the point of sale systems should have an easy to find ""no tip"" option on the initial screen. It also would be better if tips were not requested unless a clear service (preparing food, serving, bussing tables, etc) is provided.",2025-09-01T23:56:06.803899+00:00,False,,,,public,,,2025-09-01T23:56:41.753Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=6157369043ee96a608585bc0&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b6320836e7edc216b41648,Page 1: 23:54:29; Page 2: 23:56:40,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible","Tipping is getting out of hand due to the tablet point of sale systems. Places that used to not have tipping now are asking for tips, and it's uncomfortable to say no or requires multiple taps to get to 0%. By default, the point of sale systems should have an easy to find ""no tip"" option on the initial screen. It also would be better if tips were not requested unless a clear service (preparing food, serving, bussing tables, etc) is provided.","{""_session_id"": ""mf1s0m6g-705odb"", ""_page_visits"": {""0"": ""2025-09-01T23:54:29.378Z"", ""1"": ""2025-09-01T23:56:40.421Z""}, ""_submitted_at"": ""2025-09-01T23:56:06.803552"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:56:41.753Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=6157369043ee96a608585bc0&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b6320836e7edc216b41648"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Tipping is getting out of hand due to the tablet point of sale systems. Places that used to not have tipping now are asking for tips, and it's uncomfortable to say no or requires multiple taps to get to 0%. By default, the point of sale systems should have an easy to find \""no tip\"" option on the initial screen. It also would be better if tips were not requested unless a clear service (preparing food, serving, bussing tables, etc) is provided.""}"
8293,mf1s0uxd-e02ebe,no-vote,it should be adopted by everyone as it is a good deed to appreciate others for their skill,2025-09-01T23:54:43.626491+00:00,False,,,,public,,,2025-09-01T23:54:40.661Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=67e99ec5ac9317593a3fd76b&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b631d2123a2f27f77f8b88,Page 1: 23:53:07; Page 2: 23:54:27,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible",it should be adopted by everyone as it is a good deed to appreciate others for their skill,"{""_session_id"": ""mf1ryume-5pwi8h"", ""_page_visits"": {""0"": ""2025-09-01T23:53:07.486Z"", ""1"": ""2025-09-01T23:54:27.362Z""}, ""_submitted_at"": ""2025-09-01T23:54:43.626093"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:54:40.661Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=67e99ec5ac9317593a3fd76b&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b631d2123a2f27f77f8b88"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""it should be adopted by everyone as it is a good deed to appreciate others for their skill""}"
8292,mf1s0nr1-9lgpfk,no-vote,I hate tipping.  I believe a company should pay their employees a proper wage and so I do not feel obliged to tip. I would change the system by getting rid of it and tipping be something voluntary because they did a good job.,2025-09-01T23:54:31.623727+00:00,False,,,,public,,,2025-09-01T23:54:31.358Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=65c125b0b25e55f347146839&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b631911d89905d16b46d19,Page 1: 23:51:57; Page 2: 23:54:27,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible",I hate tipping.  I believe a company should pay their employees a proper wage and so I do not feel obliged to tip. I would change the system by getting rid of it and tipping be something voluntary because they did a good job.,"{""_session_id"": ""mf1rxcn0-jsuwuc"", ""_page_visits"": {""0"": ""2025-09-01T23:51:57.169Z"", ""1"": ""2025-09-01T23:54:27.887Z""}, ""_submitted_at"": ""2025-09-01T23:54:31.622802"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:54:31.358Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=65c125b0b25e55f347146839&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b631911d89905d16b46d19"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I hate tipping.  I believe a company should pay their employees a proper wage and so I do not feel obliged to tip. I would change the system by getting rid of it and tipping be something voluntary because they did a good job.""}"
8291,mf1rybrq-mullli,no-vote,I think the current system is awful. You either feel obligated to tip bad service or pressured to tip before you even receive the service. No tip should be asked or entered until services rendered and the service is rated by the customer.,2025-09-01T23:52:42.294362+00:00,False,,,,public,,,2025-09-01T23:52:42.519Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=5a443812817d1800018d1179&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b6315fb61c2e1ba9aa415c,Page 1: 23:51:06; Page 2: 23:52:40,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible",I think the current system is awful. You either feel obligated to tip bad service or pressured to tip before you even receive the service. No tip should be asked or entered until services rendered and the service is rated by the customer.,"{""_session_id"": ""mf1rw912-zu9qmg"", ""_page_visits"": {""0"": ""2025-09-01T23:51:06.166Z"", ""1"": ""2025-09-01T23:52:40.426Z""}, ""_submitted_at"": ""2025-09-01T23:52:42.293994"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:52:42.519Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=5a443812817d1800018d1179&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b6315fb61c2e1ba9aa415c"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think the current system is awful. You either feel obligated to tip bad service or pressured to tip before you even receive the service. No tip should be asked or entered until services rendered and the service is rated by the customer.""}"
8290,mf1rxfay-lkfdac,no-vote,"I will always tip if I go out to eat at a restaurant, but if I had to change the current tipping system, I would completely abolish it to begin with. It is completely unfair to the waiters and waitresses who should be getting fairly compensated without having to rely heavily on tips to get by.",2025-09-01T23:52:00.683372+00:00,False,,,,public,,,2025-09-01T23:52:00.448Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=66aa52de62c06e01a958d91c&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630c05c63a5c422de4161,Page 1: 23:48:29; Page 2: 23:51:55,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible","I will always tip if I go out to eat at a restaurant, but if I had to change the current tipping system, I would completely abolish it to begin with. It is completely unfair to the waiters and waitresses who should be getting fairly compensated without having to rely heavily on tips to get by.","{""_session_id"": ""mf1rswb7-b2vpn0"", ""_page_visits"": {""0"": ""2025-09-01T23:48:29.278Z"", ""1"": ""2025-09-01T23:51:55.718Z""}, ""_submitted_at"": ""2025-09-01T23:52:00.682952"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:52:00.448Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=66aa52de62c06e01a958d91c&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630c05c63a5c422de4161"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I will always tip if I go out to eat at a restaurant, but if I had to change the current tipping system, I would completely abolish it to begin with. It is completely unfair to the waiters and waitresses who should be getting fairly compensated without having to rely heavily on tips to get by.""}"
8289,mf1rx52b-xpjbxl,no-vote,I think servers deserve a tip that reflects their service to me or someone.  I have worked with students all my life and believe servers deserve to be compensated for their work.  I always overtip.  I think no taxes on tips is a great move.,2025-09-01T23:51:46.585878+00:00,False,,,,public,,,2025-09-01T23:51:47.171Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=608437f0b139060610c9f0c1&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b6311e9d5c2a3262d42c67,Page 1: 23:50:08; Page 2: 23:51:40,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible",I think servers deserve a tip that reflects their service to me or someone.  I have worked with students all my life and believe servers deserve to be compensated for their work.  I always overtip.  I think no taxes on tips is a great move.,"{""_session_id"": ""mf1rv0ve-cnnoys"", ""_page_visits"": {""0"": ""2025-09-01T23:50:08.529Z"", ""1"": ""2025-09-01T23:51:40.744Z""}, ""_submitted_at"": ""2025-09-01T23:51:46.585502"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:51:47.171Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=608437f0b139060610c9f0c1&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b6311e9d5c2a3262d42c67"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think servers deserve a tip that reflects their service to me or someone.  I have worked with students all my life and believe servers deserve to be compensated for their work.  I always overtip.  I think no taxes on tips is a great move.""}"
8288,mf1rwy4v-z1bgrx,no-vote,"I believe in tipping if the server has gone above and beyond to help me.  A lot of the jobs they do are hard, demanding activities.  I know myself I would appreciate a little extra in my pockets beside the standard wage.",2025-09-01T23:51:38.380215+00:00,False,,,,public,,,2025-09-01T23:51:38.191Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=5add6b6aeb60400001536f2c&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b6310c95657abb9da35567,Page 1: 23:49:57; Page 2: 23:51:31,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible","I believe in tipping if the server has gone above and beyond to help me.  A lot of the jobs they do are hard, demanding activities.  I know myself I would appreciate a little extra in my pockets beside the standard wage.","{""_session_id"": ""mf1rusa5-zwou2w"", ""_page_visits"": {""0"": ""2025-09-01T23:49:57.474Z"", ""1"": ""2025-09-01T23:51:31.854Z""}, ""_submitted_at"": ""2025-09-01T23:51:38.379846"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:51:38.191Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=5add6b6aeb60400001536f2c&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b6310c95657abb9da35567"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I believe in tipping if the server has gone above and beyond to help me.  A lot of the jobs they do are hard, demanding activities.  I know myself I would appreciate a little extra in my pockets beside the standard wage.""}"
8287,mf1rv2ic-r5k8gn,no-vote,I will give a good tip of the service is good. I will not give a good tip of the service is bad.,2025-09-01T23:50:10.658900+00:00,False,,,,public,,,2025-09-01T23:50:10.548Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=60fd6618f9a377f54dcdf318&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630f847a99673a8997bf3,Page 1: 23:49:51; Page 2: 23:50:09,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible",I will give a good tip of the service is good. I will not give a good tip of the service is bad.,"{""_session_id"": ""mf1runeg-r8ru6s"", ""_page_visits"": {""0"": ""2025-09-01T23:49:51.090Z"", ""1"": ""2025-09-01T23:50:09.440Z""}, ""_submitted_at"": ""2025-09-01T23:50:10.658569"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:50:10.548Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=60fd6618f9a377f54dcdf318&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630f847a99673a8997bf3"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I will give a good tip of the service is good. I will not give a good tip of the service is bad.""}"
8286,mf1ru9mv-l3wxap,no-vote,I agree with tipping. The system should be left up to the patron on how much to tip and it should be earned by the wait staff. ,2025-09-01T23:49:33.415756+00:00,False,,,,public,,,2025-09-01T23:49:33.128Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=67794fff877bc04b0e7920c9&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630a6b6f0f7214bb47235,Page 1: 23:48:08; Page 2: 23:49:28,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible",I agree with tipping. The system should be left up to the patron on how much to tip and it should be earned by the wait staff. ,"{""_session_id"": ""mf1rsg90-7fg4pk"", ""_page_visits"": {""0"": ""2025-09-01T23:48:08.486Z"", ""1"": ""2025-09-01T23:49:28.896Z""}, ""_submitted_at"": ""2025-09-01T23:49:33.415138"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:49:33.128Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=67794fff877bc04b0e7920c9&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630a6b6f0f7214bb47235"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I agree with tipping. The system should be left up to the patron on how much to tip and it should be earned by the wait staff. ""}"
8285,mf1ru9hz-nszn3e,no-vote,The current tipping system is mainly a way for employers to underpay employees and squeeze more profit. Tipping should be voluntary and for good service.,2025-09-01T23:49:33.339223+00:00,False,,,,public,,,2025-09-01T23:49:32.952Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=681ae0b6cf95dda70f860d9c&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b63072333e496d3dbef5ce,Page 1: 23:47:11; Page 2: 23:49:16,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible",The current tipping system is mainly a way for employers to underpay employees and squeeze more profit. Tipping should be voluntary and for good service.,"{""_session_id"": ""mf1rr7xu-6ljzal"", ""_page_visits"": {""0"": ""2025-09-01T23:47:11.134Z"", ""1"": ""2025-09-01T23:49:16.104Z""}, ""_submitted_at"": ""2025-09-01T23:49:33.338851"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:49:32.952Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=681ae0b6cf95dda70f860d9c&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b63072333e496d3dbef5ce"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""The current tipping system is mainly a way for employers to underpay employees and squeeze more profit. Tipping should be voluntary and for good service.""}"
8284,mf1rtj4m-2omm7p,no-vote,"I would abolish forcing food service workers to try to make a living off of tips. Tipping should be an option, however, workers should be paid a living wage and patrons should not feel obligated to always tip.",2025-09-01T23:49:00.735816+00:00,False,,,,public,,,2025-09-01T23:48:58.776Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=660da9d79345562a9beca13a&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630721d89905d16b46d09,Page 1: 23:47:06; Page 2: 23:48:56,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible","I would abolish forcing food service workers to try to make a living off of tips. Tipping should be an option, however, workers should be paid a living wage and patrons should not feel obligated to always tip.","{""_session_id"": ""mf1rr48k-be7e4c"", ""_page_visits"": {""0"": ""2025-09-01T23:47:06.336Z"", ""1"": ""2025-09-01T23:48:56.570Z""}, ""_submitted_at"": ""2025-09-01T23:49:00.735476"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:48:58.776Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=660da9d79345562a9beca13a&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630721d89905d16b46d09"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I would abolish forcing food service workers to try to make a living off of tips. Tipping should be an option, however, workers should be paid a living wage and patrons should not feel obligated to always tip.""}"
8283,mf1rtae6-naqk2i,no-vote,I don't think there is anything wrong with the system itself but there is something wrong with tippers!  People shouldn't use services that involve tips if they have no money to tip.  Possibly making tips mandatory as part of the total bill may be a future option!,2025-09-01T23:48:47.508053+00:00,False,,,,public,,,2025-09-01T23:48:47.455Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=66ac140ffbe9e717e0d21357&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630567da69be800dcef35,Page 1: 23:46:42; Page 2: 23:48:43,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible",I don't think there is anything wrong with the system itself but there is something wrong with tippers!  People shouldn't use services that involve tips if they have no money to tip.  Possibly making tips mandatory as part of the total bill may be a future option!,"{""_session_id"": ""mf1rqlsl-bmbh7c"", ""_page_visits"": {""0"": ""2025-09-01T23:46:42.477Z"", ""1"": ""2025-09-01T23:48:43.685Z""}, ""_submitted_at"": ""2025-09-01T23:48:47.507420"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:48:47.455Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=66ac140ffbe9e717e0d21357&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b630567da69be800dcef35"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I don't think there is anything wrong with the system itself but there is something wrong with tippers!  People shouldn't use services that involve tips if they have no money to tip.  Possibly making tips mandatory as part of the total bill may be a future option!""}"
8282,mf1rsge1-58k04a,no-vote,"My opinion on tipping has become largely negatively in the past 5 years. It feels like every establishment nowadays has one of those tipping screens on their checkout register. I think tipping should only be a thing on sit-down restaurants where you get full service and not a fast food place. But even then, i think it should be optional and even then that's pushing it in my opinion. I think the minimum wage in the US should be raised across the board in order to one day end tipping culture.",2025-09-01T23:48:08.769679+00:00,False,,,,public,,,2025-09-01T23:48:08.569Z,https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=666a11d046107a56965a98f5&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b62fc37f15696e42c53a80,Page 1: 23:45:15; Page 2: 23:48:03,"What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2–3 sentences.: Visible","My opinion on tipping has become largely negatively in the past 5 years. It feels like every establishment nowadays has one of those tipping screens on their checkout register. I think tipping should only be a thing on sit-down restaurants where you get full service and not a fast food place. But even then, i think it should be optional and even then that's pushing it in my opinion. I think the minimum wage in the US should be raised across the board in order to one day end tipping culture.","{""_session_id"": ""mf1roqrm-32ql4r"", ""_page_visits"": {""0"": ""2025-09-01T23:45:15.469Z"", ""1"": ""2025-09-01T23:48:03.969Z""}, ""_submitted_at"": ""2025-09-01T23:48:08.768221"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on tipping, and if given the chance, how would you improve or change the current tipping system? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-01T23:48:08.569Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/4b7cb1b8-8b7b-4b06-849e-e8c9a0dbef5e?PROLIFIC_PID=666a11d046107a56965a98f5&STUDY_ID=68b602bd189065a3fa236527&SESSION_ID=68b62fc37f15696e42c53a80"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""My opinion on tipping has become largely negatively in the past 5 years. It feels like every establishment nowadays has one of those tipping screens on their checkout register. I think tipping should only be a thing on sit-down restaurants where you get full service and not a fast food place. But even then, i think it should be optional and even then that's pushing it in my opinion. I think the minimum wage in the US should be raised across the board in order to one day end tipping culture.""}"
