ID,Session ID,Vote,Opinion Text,Submitted At,Is Flagged,Flagged By,Flagged At,Flag Reason,Access Type,Group/Participant Name,Participation Code,Access Granted At,Participation URL,Page Visit Timestamps,Module Status,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences. (text)",Full Response Metadata (JSON)
9007,mf201gks-3rkd1u,no-vote,"I think it’s ridiculous every year these new phones come out, but they’re basically the same phone with a higher price tag. The changes that are being made are not enough to explain the up charge. This is one trend I will not be participating in.",2025-09-02T03:39:06.033227+00:00,False,,,,public,,,2025-09-02T03:39:05.645Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=67acfffa06a159bffa4a5286&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b66664cec465e66bf4c0a8,Page 1: 03:37:16; Page 2: 03:39:04,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","I think it’s ridiculous every year these new phones come out, but they’re basically the same phone with a higher price tag. The changes that are being made are not enough to explain the up charge. This is one trend I will not be participating in.","{""_session_id"": ""mf1zz4lj-0xf8ab"", ""_page_visits"": {""0"": ""2025-09-02T03:37:16.924Z"", ""1"": ""2025-09-02T03:39:04.427Z""}, ""_submitted_at"": ""2025-09-02T03:39:06.032873"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:39:05.645Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=67acfffa06a159bffa4a5286&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b66664cec465e66bf4c0a8"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think it\u2019s ridiculous every year these new phones come out, but they\u2019re basically the same phone with a higher price tag. The changes that are being made are not enough to explain the up charge. This is one trend I will not be participating in.""}"
9006,mf1zzqlg-iiu2bq,no-vote,I think that they should only follow a two year period.  So a big release every 2 years and a modified upgraded version in-between.  This is for physical products only.,2025-09-02T03:37:45.358866+00:00,False,,,,public,,,2025-09-02T03:37:45.316Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=5df15bc3361a8506b94f79ed&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b66656604c69c964bd49e8,Page 1: 03:37:02; Page 2: 03:37:44,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible",I think that they should only follow a two year period.  So a big release every 2 years and a modified upgraded version in-between.  This is for physical products only.,"{""_session_id"": ""mf1zyt4u-vhgaly"", ""_page_visits"": {""0"": ""2025-09-02T03:37:02.186Z"", ""1"": ""2025-09-02T03:37:44.242Z""}, ""_submitted_at"": ""2025-09-02T03:37:45.358513"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:37:45.316Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=5df15bc3361a8506b94f79ed&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b66656604c69c964bd49e8"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think that they should only follow a two year period.  So a big release every 2 years and a modified upgraded version in-between.  This is for physical products only.""}"
9002,mf1zwd65-3aqk95,no-vote,I'm unhappy with how they can't be easily repaired and damage to the environment. I feel like it's pushing people to constantly spend on products they don't need,2025-09-02T03:35:08.785826+00:00,False,,,,public,,,2025-09-02T03:35:07.949Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=5e76d2652d882b2481d65066&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b665a4f4ac3b23674e96da,Page 1: 03:34:07; Page 2: 03:35:05,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible",I'm unhappy with how they can't be easily repaired and damage to the environment. I feel like it's pushing people to constantly spend on products they don't need,"{""_session_id"": ""mf1zv2j5-uvvhnj"", ""_page_visits"": {""0"": ""2025-09-02T03:34:07.674Z"", ""1"": ""2025-09-02T03:35:05.460Z""}, ""_submitted_at"": ""2025-09-02T03:35:08.785461"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:35:07.949Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=5e76d2652d882b2481d65066&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b665a4f4ac3b23674e96da"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I'm unhappy with how they can't be easily repaired and damage to the environment. I feel like it's pushing people to constantly spend on products they don't need""}"
8990,mf1zn0t9-j0mewb,no-vote,"I believe the rapid update cycle of electronic products is only necessary when significant increases in hardware have been made. It seems as though this is not the case when it comes to smartphones, especially iphones. They seem to release a new one simply to get more money. These companies should focus on software updates rather than new phone releases.",2025-09-02T03:27:51.962574+00:00,False,,,,public,,,2025-09-02T03:27:52.030Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=6717fa887e6869c88031477a&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b663c0e8cf08506ab637f8,Page 1: 03:26:00; Page 2: 03:27:50,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","I believe the rapid update cycle of electronic products is only necessary when significant increases in hardware have been made. It seems as though this is not the case when it comes to smartphones, especially iphones. They seem to release a new one simply to get more money. These companies should focus on software updates rather than new phone releases.","{""_session_id"": ""mf1zkmid-o9g2gh"", ""_page_visits"": {""0"": ""2025-09-02T03:26:00.242Z"", ""1"": ""2025-09-02T03:27:50.273Z""}, ""_submitted_at"": ""2025-09-02T03:27:51.962179"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:27:52.030Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=6717fa887e6869c88031477a&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b663c0e8cf08506ab637f8"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I believe the rapid update cycle of electronic products is only necessary when significant increases in hardware have been made. It seems as though this is not the case when it comes to smartphones, especially iphones. They seem to release a new one simply to get more money. These companies should focus on software updates rather than new phone releases.""}"
8978,mf1zichw-udexs9,no-vote,"I appreciate the fast pace that we advance technologically. Smartphones are an integral part of daily life now, and more performance, better security and innovative new apps are always welcomed.",2025-09-02T03:24:12.899938+00:00,False,,,,public,,,2025-09-02T03:24:13.893Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=665760f2c8835dc947088d71&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b6629ff86e34c46af3ac43,Page 1: 03:21:13; Page 2: 03:24:10,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","I appreciate the fast pace that we advance technologically. Smartphones are an integral part of daily life now, and more performance, better security and innovative new apps are always welcomed.","{""_session_id"": ""mf1zeh5d-vm9899"", ""_page_visits"": {""0"": ""2025-09-02T03:21:13.486Z"", ""1"": ""2025-09-02T03:24:10.788Z""}, ""_submitted_at"": ""2025-09-02T03:24:12.899576"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:24:13.893Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=665760f2c8835dc947088d71&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b6629ff86e34c46af3ac43"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I appreciate the fast pace that we advance technologically. Smartphones are an integral part of daily life now, and more performance, better security and innovative new apps are always welcomed.""}"
8967,mf1yy754-tgfzua,no-vote,"I love it because it usually comes with better features such as storage space, cameras and RAM, but the only down side of it is that the new devises or updates are usually over priced for a very minimal change .",2025-09-02T03:08:34.388459+00:00,False,,,,public,,,2025-09-02T03:08:33.833Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=67d21390af2dd980a764b4a8&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65efd1d89905d16b47303,Page 1: 03:05:56; Page 2: 03:08:29,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","I love it because it usually comes with better features such as storage space, cameras and RAM, but the only down side of it is that the new devises or updates are usually over priced for a very minimal change .","{""_session_id"": ""mf1yut9j-6e3gq5"", ""_page_visits"": {""0"": ""2025-09-02T03:05:56.570Z"", ""1"": ""2025-09-02T03:08:29.623Z""}, ""_submitted_at"": ""2025-09-02T03:08:34.388089"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:08:33.833Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=67d21390af2dd980a764b4a8&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65efd1d89905d16b47303"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I love it because it usually comes with better features such as storage space, cameras and RAM, but the only down side of it is that the new devises or updates are usually over priced for a very minimal change .""}"
8964,mf1ywtv4-wmpxnq,no-vote,I dislike how fast everything takes for updates because I feel like everyday there is new things I have to update my phone for. These updates themselves contain even more bugs which means more updates faster. I wish there was more thought out and tested updates that would reduce the frequency of them.,2025-09-02T03:07:29.562737+00:00,False,,,,public,,,2025-09-02T03:07:29.968Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=654fd7aa683355a74699634a&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65f189869479d9d04b063,Page 1: 03:06:07; Page 2: 03:07:27,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible",I dislike how fast everything takes for updates because I feel like everyday there is new things I have to update my phone for. These updates themselves contain even more bugs which means more updates faster. I wish there was more thought out and tested updates that would reduce the frequency of them.,"{""_session_id"": ""mf1yv2a7-dr3024"", ""_page_visits"": {""0"": ""2025-09-02T03:06:07.609Z"", ""1"": ""2025-09-02T03:07:27.996Z""}, ""_submitted_at"": ""2025-09-02T03:07:29.562401"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:07:29.968Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=654fd7aa683355a74699634a&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65f189869479d9d04b063"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I dislike how fast everything takes for updates because I feel like everyday there is new things I have to update my phone for. These updates themselves contain even more bugs which means more updates faster. I wish there was more thought out and tested updates that would reduce the frequency of them.""}"
8963,mf1ywm6u-kaqqyn,no-vote,"It does not bother me too much because as of the last 8 years or so, they have not been upgrading the phones to a significant extent. I still have an iPhone 14 and I am satisfied and do not plan on upgrading this year. Maybe next year. ",2025-09-02T03:07:20.151440+00:00,False,,,,public,,,2025-09-02T03:07:20.023Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=60ca846ffad77e5b1fee110a&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65f0b21f9239968da60b0,Page 1: 03:05:55; Page 2: 03:07:10,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","It does not bother me too much because as of the last 8 years or so, they have not been upgrading the phones to a significant extent. I still have an iPhone 14 and I am satisfied and do not plan on upgrading this year. Maybe next year. ","{""_session_id"": ""mf1yuspy-zrnf7c"", ""_page_visits"": {""0"": ""2025-09-02T03:05:55.295Z"", ""1"": ""2025-09-02T03:07:10.215Z""}, ""_submitted_at"": ""2025-09-02T03:07:20.151037"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:07:20.023Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=60ca846ffad77e5b1fee110a&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65f0b21f9239968da60b0"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""It does not bother me too much because as of the last 8 years or so, they have not been upgrading the phones to a significant extent. I still have an iPhone 14 and I am satisfied and do not plan on upgrading this year. Maybe next year. ""}"
8955,mf1ypjkp-2ah7v1,no-vote,i think its kind of a scam re introducing a product with one or two new updates or features under the guise its a brand new product. Its taking advantage of those who are gulliable in thinking its a brand new product.,2025-09-02T03:01:37.719406+00:00,False,,,,public,,,2025-09-02T03:01:50.042Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=673324687256fd836964c83a&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65d6f131a0239423db6d3,Page 1: 02:59:16; Page 2: 03:01:47,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible",i think its kind of a scam re introducing a product with one or two new updates or features under the guise its a brand new product. Its taking advantage of those who are gulliable in thinking its a brand new product.,"{""_session_id"": ""mf1ym8ye-10ahwn"", ""_page_visits"": {""0"": ""2025-09-02T02:59:16.548Z"", ""1"": ""2025-09-02T03:01:47.752Z""}, ""_submitted_at"": ""2025-09-02T03:01:37.718983"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:01:50.042Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=673324687256fd836964c83a&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65d6f131a0239423db6d3"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""i think its kind of a scam re introducing a product with one or two new updates or features under the guise its a brand new product. Its taking advantage of those who are gulliable in thinking its a brand new product.""}"
8951,mf1yn6fc-80azeh,no-vote,"Honestly, it kind of feels sometimes like the rapid update cycle of electronic products especially smartphones sometimes provides novelty over necessity. I think it's fun sometimes and sometimes necessary with the quick pace of sophistication in technology but other times it feels unnecessary and can lead to waste and consumer fatigue. I think innovation is very valuable, but many updates feel I guess incremental and maybe not as frequently justified and could be more sustainable.",2025-09-02T03:00:00.125037+00:00,False,,,,public,,,2025-09-02T02:59:59.688Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=668f8d7343028ae0faa7a907&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65cdad7550f9e98171ad0,Page 1: 02:56:35; Page 2: 02:59:51,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","Honestly, it kind of feels sometimes like the rapid update cycle of electronic products especially smartphones sometimes provides novelty over necessity. I think it's fun sometimes and sometimes necessary with the quick pace of sophistication in technology but other times it feels unnecessary and can lead to waste and consumer fatigue. I think innovation is very valuable, but many updates feel I guess incremental and maybe not as frequently justified and could be more sustainable.","{""_session_id"": ""mf1yisw9-fg139b"", ""_page_visits"": {""0"": ""2025-09-02T02:56:35.625Z"", ""1"": ""2025-09-02T02:59:51.012Z""}, ""_submitted_at"": ""2025-09-02T03:00:00.124687"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:59:59.688Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=668f8d7343028ae0faa7a907&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65cdad7550f9e98171ad0"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Honestly, it kind of feels sometimes like the rapid update cycle of electronic products especially smartphones sometimes provides novelty over necessity. I think it's fun sometimes and sometimes necessary with the quick pace of sophistication in technology but other times it feels unnecessary and can lead to waste and consumer fatigue. I think innovation is very valuable, but many updates feel I guess incremental and maybe not as frequently justified and could be more sustainable.""}"
8938,mf1ydape-od7tpb,no-vote,"Kind of unnecessary. I get that tech will evolve rapidly, but as of late, especially with phones the leap between years just isn't there anymore. The phone is just a bit faster a slightly better camera maybe an extra gig of ra,m but for the most part they're pretty similar to last year's phone.

My Pixel 6 from nearly 4 years ago still runs fine and works for everyday normal tasks, companies should do more to tell people that the previous year's devices are just as capable as this year's product",2025-09-02T02:52:19.060570+00:00,False,,,,public,,,2025-09-02T02:52:18.675Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=56aa90d5638440000c8b506f&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b657e9a0f5861821484b62,Page 1: 02:43:41; Page 2: 02:52:16,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","Kind of unnecessary. I get that tech will evolve rapidly, but as of late, especially with phones the leap between years just isn't there anymore. The phone is just a bit faster a slightly better camera maybe an extra gig of ra,m but for the most part they're pretty similar to last year's phone.

My Pixel 6 from nearly 4 years ago still runs fine and works for everyday normal tasks, companies should do more to tell people that the previous year's devices are just as capable as this year's product","{""_session_id"": ""mf1y27wo-bcmeg2"", ""_page_visits"": {""0"": ""2025-09-02T02:43:41.948Z"", ""1"": ""2025-09-02T02:52:16.524Z""}, ""_submitted_at"": ""2025-09-02T02:52:19.060198"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:52:18.675Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=56aa90d5638440000c8b506f&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b657e9a0f5861821484b62"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Kind of unnecessary. I get that tech will evolve rapidly, but as of late, especially with phones the leap between years just isn't there anymore. The phone is just a bit faster a slightly better camera maybe an extra gig of ra,m but for the most part they're pretty similar to last year's phone.\n\nMy Pixel 6 from nearly 4 years ago still runs fine and works for everyday normal tasks, companies should do more to tell people that the previous year's devices are just as capable as this year's product""}"
8934,mf1yce4v-f6glek,no-vote,"I think it's unnecessary. Apple comes out with new iPhones every September, which promotes excessive overconsumption.",2025-09-02T02:51:36.558235+00:00,False,,,,public,,,2025-09-02T02:51:36.463Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=6779e07aeb6a0e66e84ae0e7&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65b7aca99d61a7c06d3c4,Page 1: 02:50:49; Page 2: 02:51:35,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","I think it's unnecessary. Apple comes out with new iPhones every September, which promotes excessive overconsumption.","{""_session_id"": ""mf1ybe0t-okedal"", ""_page_visits"": {""0"": ""2025-09-02T02:50:49.825Z"", ""1"": ""2025-09-02T02:51:35.293Z""}, ""_submitted_at"": ""2025-09-02T02:51:36.557870"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:51:36.463Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=6779e07aeb6a0e66e84ae0e7&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65b7aca99d61a7c06d3c4"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think it's unnecessary. Apple comes out with new iPhones every September, which promotes excessive overconsumption.""}"
8933,mf1yamdy-ugl0y1,no-vote,"All the devices that change too quickly create too much waste, and those who fall behind are likely to be left behind.",2025-09-02T02:50:14.250588+00:00,False,,,,public,,,2025-09-02T02:50:13.846Z,https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=62b146e365eca239ef0dbbfb&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65b07d29bcd8fc3a9045d,Page 1: 02:48:46; Page 2: 02:50:12,"What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2–3 sentences.: Visible","All the devices that change too quickly create too much waste, and those who fall behind are likely to be left behind.","{""_session_id"": ""mf1y8qlq-2w8u9t"", ""_page_visits"": {""0"": ""2025-09-02T02:48:46.052Z"", ""1"": ""2025-09-02T02:50:12.276Z""}, ""_submitted_at"": ""2025-09-02T02:50:14.249899"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""What is your opinion on the rapid update cycle of electronic products, especially smartphones? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:50:13.846Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/a1fc1e1a-ac77-4717-b905-ddf177aa6b54?PROLIFIC_PID=62b146e365eca239ef0dbbfb&STUDY_ID=68b600cd2d81234290cb0842&SESSION_ID=68b65b07d29bcd8fc3a9045d"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""All the devices that change too quickly create too much waste, and those who fall behind are likely to be left behind.""}"
