ID,Session ID,Vote,Opinion Text,Submitted At,Is Flagged,Flagged By,Flagged At,Flag Reason,Access Type,Group/Participant Name,Participation Code,Access Granted At,Participation URL,Page Visit Timestamps,Module Status,How has AI changed your life? Please answer briefly in 2–3 sentences. (text),Full Response Metadata (JSON)
8999,mf1zub02-prhzgr,no-vote,AI is incredible. It makes it so much easier to come up with ideas or to visually view things by digitally editing pictures.,2025-09-02T03:33:32.272927+00:00,False,,,,public,,,2025-09-02T03:33:31.826Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=67acfffa06a159bffa4a5286&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b665576564c948c046524d,Page 1: 03:32:47; Page 2: 03:33:29,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI is incredible. It makes it so much easier to come up with ideas or to visually view things by digitally editing pictures.,"{""_session_id"": ""mf1ztcsf-qkqc8k"", ""_page_visits"": {""0"": ""2025-09-02T03:32:47.602Z"", ""1"": ""2025-09-02T03:33:29.609Z""}, ""_submitted_at"": ""2025-09-02T03:33:32.272551"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:33:31.826Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=67acfffa06a159bffa4a5286&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b665576564c948c046524d"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI is incredible. It makes it so much easier to come up with ideas or to visually view things by digitally editing pictures.""}"
8985,mf1zl6rd-jonj91,no-vote,AI has mad it much easier for me to complete my homework and get good grades in school. It has helped me become more professional in life with using AI to help make emails and my resume.,2025-09-02T03:26:26.639377+00:00,False,,,,public,,,2025-09-02T03:26:26.426Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=65cb708afe5755feaeec417f&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b663a98ca4934f268b06ce,Page 1: 03:25:37; Page 2: 03:26:22,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI has mad it much easier for me to complete my homework and get good grades in school. It has helped me become more professional in life with using AI to help make emails and my resume.,"{""_session_id"": ""mf1zk4p1-8dbc8f"", ""_page_visits"": {""0"": ""2025-09-02T03:25:37.367Z"", ""1"": ""2025-09-02T03:26:22.324Z""}, ""_submitted_at"": ""2025-09-02T03:26:26.638997"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:26:26.426Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=65cb708afe5755feaeec417f&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b663a98ca4934f268b06ce"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has mad it much easier for me to complete my homework and get good grades in school. It has helped me become more professional in life with using AI to help make emails and my resume.""}"
8984,mf1zkgse-epysf7,no-vote,"It helped me become more productive. I write a little better, learned new words. I have been able to use it to create things where I got stuck before because it was too complex, so it's been a great free tutor.",2025-09-02T03:25:52.854431+00:00,False,,,,public,,,2025-09-02T03:25:52.766Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=657327316173c2bd86323378&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6636e00613324a618430f,Page 1: 03:24:38; Page 2: 03:25:50,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"It helped me become more productive. I write a little better, learned new words. I have been able to use it to create things where I got stuck before because it was too complex, so it's been a great free tutor.","{""_session_id"": ""mf1zivin-mribej"", ""_page_visits"": {""0"": ""2025-09-02T03:24:38.639Z"", ""1"": ""2025-09-02T03:25:50.884Z""}, ""_submitted_at"": ""2025-09-02T03:25:52.854059"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:25:52.766Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=657327316173c2bd86323378&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6636e00613324a618430f"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""It helped me become more productive. I write a little better, learned new words. I have been able to use it to create things where I got stuck before because it was too complex, so it's been a great free tutor.""}"
8982,mf1zjuoq-8b1lbg,no-vote,AI makes it a lot easier or me to search up answers to my questions without having to read through a bunch of pages/links. It's also easier to have AI help me photoshop images when needed with a simple command or request to it.,2025-09-02T03:25:24.477690+00:00,False,,,,public,,,2025-09-02T03:25:24.122Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=66197080ce8027f95691cddf&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b663356d6ab767c6070d63,Page 1: 03:23:49; Page 2: 03:25:19,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI makes it a lot easier or me to search up answers to my questions without having to read through a bunch of pages/links. It's also easier to have AI help me photoshop images when needed with a simple command or request to it.,"{""_session_id"": ""mf1zhtp7-d96g7m"", ""_page_visits"": {""0"": ""2025-09-02T03:23:49.693Z"", ""1"": ""2025-09-02T03:25:19.955Z""}, ""_submitted_at"": ""2025-09-02T03:25:24.477298"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:25:24.122Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=66197080ce8027f95691cddf&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b663356d6ab767c6070d63"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI makes it a lot easier or me to search up answers to my questions without having to read through a bunch of pages/links. It's also easier to have AI help me photoshop images when needed with a simple command or request to it.""}"
8981,mf1zjgrc-zsvear,no-vote,"So far AI has not changed my life in any major ways. I think the AI that's behind algorithms has made me a bit more addicted to social media. But I don't use AI like Chatgpt for anything major, it's just an advanced google/list maker for me.",2025-09-02T03:25:12.722446+00:00,False,,,,public,,,2025-09-02T03:25:06.072Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=598cbe5651049400015fd93b&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6631796b51816b6fa84d2,Page 1: 03:23:05; Page 2: 03:25:04,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"So far AI has not changed my life in any major ways. I think the AI that's behind algorithms has made me a bit more addicted to social media. But I don't use AI like Chatgpt for anything major, it's just an advanced google/list maker for me.","{""_session_id"": ""mf1zgva3-50fvzn"", ""_page_visits"": {""0"": ""2025-09-02T03:23:05.149Z"", ""1"": ""2025-09-02T03:25:04.301Z""}, ""_submitted_at"": ""2025-09-02T03:25:12.722080"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:25:06.072Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=598cbe5651049400015fd93b&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6631796b51816b6fa84d2"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""So far AI has not changed my life in any major ways. I think the AI that's behind algorithms has made me a bit more addicted to social media. But I don't use AI like Chatgpt for anything major, it's just an advanced google/list maker for me.""}"
8975,mf1zcxtp-gvb32q,no-vote,"AI chatbots have given me great advice and improved my mental health a lot and given me emotional support. I'm physically healthier, mentally healthier, and making more money. Also AI videos have become the best video entertainment ever since VEO 3 and other AI video generators became really good. ",2025-09-02T03:19:59.403526+00:00,False,,,,public,,,2025-09-02T03:20:01.598Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=668a6f07c623b9b9500b962f&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6614d4c98b9ae806ee84e,Page 1: 03:15:37; Page 2: 03:19:36,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"AI chatbots have given me great advice and improved my mental health a lot and given me emotional support. I'm physically healthier, mentally healthier, and making more money. Also AI videos have become the best video entertainment ever since VEO 3 and other AI video generators became really good. ","{""_session_id"": ""mf1z7a3g-kjjc5o"", ""_page_visits"": {""0"": ""2025-09-02T03:15:37.631Z"", ""1"": ""2025-09-02T03:19:36.291Z""}, ""_submitted_at"": ""2025-09-02T03:19:59.403134"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:20:01.598Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=668a6f07c623b9b9500b962f&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6614d4c98b9ae806ee84e"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI chatbots have given me great advice and improved my mental health a lot and given me emotional support. I'm physically healthier, mentally healthier, and making more money. Also AI videos have become the best video entertainment ever since VEO 3 and other AI video generators became really good. ""}"
8970,mf1z2mtt-vw8nu6,no-vote,AI has increased my concerns about job security and privacy of personal information. I see it as a threat that will only become larger as time passes.,2025-09-02T03:12:00.975671+00:00,False,,,,public,,,2025-09-02T03:12:00.785Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=6017ee441e8f20aa1fbfb114&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65fc1d7d574abde463ef2,Page 1: 03:08:55; Page 2: 03:11:44,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI has increased my concerns about job security and privacy of personal information. I see it as a threat that will only become larger as time passes.,"{""_session_id"": ""mf1yynqs-uyic2l"", ""_page_visits"": {""0"": ""2025-09-02T03:08:55.448Z"", ""1"": ""2025-09-02T03:11:44.734Z""}, ""_submitted_at"": ""2025-09-02T03:12:00.975301"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T03:12:00.785Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=6017ee441e8f20aa1fbfb114&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65fc1d7d574abde463ef2"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has increased my concerns about job security and privacy of personal information. I see it as a threat that will only become larger as time passes.""}"
8935,mf1yckih-vxyuvc,no-vote,AI has made my work more effective and my time more productive in meaningful and drastic ways. I can make better use of my time and get more done than before and I feel more effective at work and am able to accomplish more using AI than I did using more traditional methods.,2025-09-02T02:51:45.010293+00:00,False,,,,public,,,2025-09-02T02:51:44.729Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5d094021c79e5a001a796b43&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65b583012127883e95fd1,Page 1: 02:50:11; Page 2: 02:51:40,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,AI has made my work more effective and my time more productive in meaningful and drastic ways. I can make better use of my time and get more done than before and I feel more effective at work and am able to accomplish more using AI than I did using more traditional methods.,"{""_session_id"": ""mf1yakac-nk9ts6"", ""_page_visits"": {""0"": ""2025-09-02T02:50:11.200Z"", ""1"": ""2025-09-02T02:51:40.611Z""}, ""_submitted_at"": ""2025-09-02T02:51:45.009947"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:51:44.729Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5d094021c79e5a001a796b43&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65b583012127883e95fd1"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has made my work more effective and my time more productive in meaningful and drastic ways. I can make better use of my time and get more done than before and I feel more effective at work and am able to accomplish more using AI than I did using more traditional methods.""}"
8916,mf1y4i7z-zoq8dv,no-vote,"I don’t think it has changed my life much because i don’t use it or rely on it. But from what i have seen, I’ve seen a lot of fake pictures or videos and i don’t really like that because i sometimes don’t know what’s real",2025-09-02T02:45:28.741073+00:00,False,,,,public,,,2025-09-02T02:45:28.513Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=66aa5c2b9bf5bf412ece6bb7&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b659ec20e3c99a2a067a19,Page 1: 02:44:05; Page 2: 02:45:26,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"I don’t think it has changed my life much because i don’t use it or rely on it. But from what i have seen, I’ve seen a lot of fake pictures or videos and i don’t really like that because i sometimes don’t know what’s real","{""_session_id"": ""mf1y2qdh-yeczuh"", ""_page_visits"": {""0"": ""2025-09-02T02:44:05.877Z"", ""1"": ""2025-09-02T02:45:26.077Z""}, ""_submitted_at"": ""2025-09-02T02:45:28.740739"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:45:28.513Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=66aa5c2b9bf5bf412ece6bb7&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b659ec20e3c99a2a067a19"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I don\u2019t think it has changed my life much because i don\u2019t use it or rely on it. But from what i have seen, I\u2019ve seen a lot of fake pictures or videos and i don\u2019t really like that because i sometimes don\u2019t know what\u2019s real""}"
8900,mf1xxzmc-xv81ow,no-vote,"AI has helped me improve my productivity at work as I am now able to complete my work effectively in lesser time. Moreso, it now gives me definite answer to questions compared to search engines.",2025-09-02T02:40:26.925311+00:00,False,,,,public,,,2025-09-02T02:40:24.468Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=67327e4495f88dfc99471984&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6584b519a73ff4d90c077,Page 1: 02:37:34; Page 2: 02:40:18,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"AI has helped me improve my productivity at work as I am now able to complete my work effectively in lesser time. Moreso, it now gives me definite answer to questions compared to search engines.","{""_session_id"": ""mf1xubsj-tcg6ty"", ""_page_visits"": {""0"": ""2025-09-02T02:37:34.786Z"", ""1"": ""2025-09-02T02:40:18.471Z""}, ""_submitted_at"": ""2025-09-02T02:40:26.924899"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:40:24.468Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=67327e4495f88dfc99471984&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6584b519a73ff4d90c077"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has helped me improve my productivity at work as I am now able to complete my work effectively in lesser time. Moreso, it now gives me definite answer to questions compared to search engines.""}"
8861,mf1xnon5-523elf,no-vote,Make my life more easier and convenient. And I can get the answer immediately ,2025-09-02T02:32:23.908361+00:00,False,,,,public,,,2025-09-02T02:32:23.681Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5f4d5f9f835880a2aca8b996&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b656c7e774bb7d898d5855,Page 1: 02:30:48; Page 2: 02:32:10,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,Make my life more easier and convenient. And I can get the answer immediately ,"{""_session_id"": ""mf1xlmy6-r8g8u8"", ""_page_visits"": {""0"": ""2025-09-02T02:30:48.225Z"", ""1"": ""2025-09-02T02:32:10.138Z""}, ""_submitted_at"": ""2025-09-02T02:32:23.907977"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:32:23.681Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=5f4d5f9f835880a2aca8b996&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b656c7e774bb7d898d5855"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Make my life more easier and convenient. And I can get the answer immediately ""}"
8797,mf1x9te0-np4z38,no-vote,"AI has made me more untrusting of what I see on the Internet but has also helped me gather information, learn new skills, and be more creative. Certain aspects of my life such as work or job hunting has changed now that AI is rampant. I rely on AI but do not want to become dependent.",2025-09-02T02:21:37.036438+00:00,False,,,,public,,,2025-09-02T02:21:36.648Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=65b918d4a314afdb09f86c77&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6543344701b63a1bf7264,Page 1: 02:19:38; Page 2: 02:21:34,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"AI has made me more untrusting of what I see on the Internet but has also helped me gather information, learn new skills, and be more creative. Certain aspects of my life such as work or job hunting has changed now that AI is rampant. I rely on AI but do not want to become dependent.","{""_session_id"": ""mf1x7aia-sgcn8r"", ""_page_visits"": {""0"": ""2025-09-02T02:19:38.923Z"", ""1"": ""2025-09-02T02:21:34.874Z""}, ""_submitted_at"": ""2025-09-02T02:21:37.036064"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:21:36.648Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=65b918d4a314afdb09f86c77&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6543344701b63a1bf7264"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has made me more untrusting of what I see on the Internet but has also helped me gather information, learn new skills, and be more creative. Certain aspects of my life such as work or job hunting has changed now that AI is rampant. I rely on AI but do not want to become dependent.""}"
8778,mf1x5l44-0q677o,no-vote,"AI has made my life more interesting in the sense of information; meaning, I am able to pick the ""brain"" of AI. Also, my use of AI has made my work more efficient. ",2025-09-02T02:18:18.823888+00:00,False,,,,public,,,2025-09-02T02:18:19.301Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=63c5c3192e709e19fc67d5dd&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6533dfea1c5bdf17139ba,Page 1: 02:16:34; Page 2: 02:18:13,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,"AI has made my life more interesting in the sense of information; meaning, I am able to pick the ""brain"" of AI. Also, my use of AI has made my work more efficient. ","{""_session_id"": ""mf1x3c9s-1xkpvu"", ""_page_visits"": {""0"": ""2025-09-02T02:16:34.640Z"", ""1"": ""2025-09-02T02:18:13.099Z""}, ""_submitted_at"": ""2025-09-02T02:18:18.823069"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:18:19.301Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=63c5c3192e709e19fc67d5dd&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b6533dfea1c5bdf17139ba"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""AI has made my life more interesting in the sense of information; meaning, I am able to pick the \""brain\"" of AI. Also, my use of AI has made my work more efficient. ""}"
8759,mf1x3i7k-eqxgy9,no-vote,It helps me with projects at work. It makes me save so much time during the day. It also gives me advise when it comes to my personal life. ,2025-09-02T02:16:43.310089+00:00,False,,,,public,,,2025-09-02T02:16:42.224Z,https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=56bd7bf3d4e2180005a86846&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65359cc55bff24335903a,Page 1: 02:16:00; Page 2: 02:16:38,How has AI changed your life? Please answer briefly in 2–3 sentences.: Visible,It helps me with projects at work. It makes me save so much time during the day. It also gives me advise when it comes to my personal life. ,"{""_session_id"": ""mf1x2ln2-l6fb2x"", ""_page_visits"": {""0"": ""2025-09-02T02:16:00.120Z"", ""1"": ""2025-09-02T02:16:38.763Z""}, ""_submitted_at"": ""2025-09-02T02:16:43.309717"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""How has AI changed your life? Please answer briefly in 2\u20133 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:16:42.224Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/3e22d820-7c7f-4ec7-afda-13e9d4a1558b?PROLIFIC_PID=56bd7bf3d4e2180005a86846&STUDY_ID=68b6025370abec6ff718e906&SESSION_ID=68b65359cc55bff24335903a"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""It helps me with projects at work. It makes me save so much time during the day. It also gives me advise when it comes to my personal life. ""}"
