ID,Session ID,Vote,Opinion Text,Submitted At,Is Flagged,Flagged By,Flagged At,Flag Reason,Access Type,Group/Participant Name,Participation Code,Access Granted At,Participation URL,Page Visit Timestamps,Module Status,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences. (text),Full Response Metadata (JSON)
8855,mf1xmk9r-w6s98f,no-vote,I do support the government enforcing vaccines and quarantine during severe epidemics because of what happened during covid. I think some people are too stupid and they need to be told to do something so they don't die or risk other people because of their carelessness. ,2025-09-02T02:31:32.352296+00:00,False,,,,public,,,2025-09-02T02:31:31.360Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=6100ac178a474bfcc555379b&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b65680de5284624caa95c1,Page 1: 02:29:33; Page 2: 02:31:28,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,I do support the government enforcing vaccines and quarantine during severe epidemics because of what happened during covid. I think some people are too stupid and they need to be told to do something so they don't die or risk other people because of their carelessness. ,"{""_session_id"": ""mf1xk1f0-0k78tp"", ""_page_visits"": {""0"": ""2025-09-02T02:29:33.740Z"", ""1"": ""2025-09-02T02:31:28.897Z""}, ""_submitted_at"": ""2025-09-02T02:31:32.351941"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:31:31.360Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=6100ac178a474bfcc555379b&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b65680de5284624caa95c1"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I do support the government enforcing vaccines and quarantine during severe epidemics because of what happened during covid. I think some people are too stupid and they need to be told to do something so they don't die or risk other people because of their carelessness. ""}"
8851,mf1xl98x-5y47sd,no-vote,"Yes, I fully support the government having that authority during severe epidemics because their ultimate goal is to keep people safe and healthy. It may not be the most enjoyable situation to be in, but we have a right as citizens to ensure our safety in times of crisis as a collective.",2025-09-02T02:30:30.902514+00:00,False,,,,public,,,2025-09-02T02:30:30.417Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=5f518c4fb3a4953e4f9f7e18&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b65625bf5cf97eae96147b,Page 1: 02:27:55; Page 2: 02:30:27,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,"Yes, I fully support the government having that authority during severe epidemics because their ultimate goal is to keep people safe and healthy. It may not be the most enjoyable situation to be in, but we have a right as citizens to ensure our safety in times of crisis as a collective.","{""_session_id"": ""mf1xhxmt-qgrvrp"", ""_page_visits"": {""0"": ""2025-09-02T02:27:55.476Z"", ""1"": ""2025-09-02T02:30:27.559Z""}, ""_submitted_at"": ""2025-09-02T02:30:30.902148"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:30:30.417Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=5f518c4fb3a4953e4f9f7e18&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b65625bf5cf97eae96147b"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Yes, I fully support the government having that authority during severe epidemics because their ultimate goal is to keep people safe and healthy. It may not be the most enjoyable situation to be in, but we have a right as citizens to ensure our safety in times of crisis as a collective.""}"
8840,mf1xizqq-upmy2p,no-vote,"I do not. Why? Because the US government is not a dictatorship, it has no authority to ""enforce"" these measures even during epidemics.",2025-09-02T02:28:44.316742+00:00,False,,,,public,,,2025-09-02T02:28:44.786Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=63c5c3192e709e19fc67d5dd&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b655651e0edb4f468d5667,Page 1: 02:26:44; Page 2: 02:28:39,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,"I do not. Why? Because the US government is not a dictatorship, it has no authority to ""enforce"" these measures even during epidemics.","{""_session_id"": ""mf1xgejq-fd0p13"", ""_page_visits"": {""0"": ""2025-09-02T02:26:44.108Z"", ""1"": ""2025-09-02T02:28:39.726Z""}, ""_submitted_at"": ""2025-09-02T02:28:44.316104"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:28:44.786Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=63c5c3192e709e19fc67d5dd&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b655651e0edb4f468d5667"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I do not. Why? Because the US government is not a dictatorship, it has no authority to \""enforce\"" these measures even during epidemics.""}"
8834,mf1xhy2k-5vmkib,no-vote,"No, this is because the government ides critical information from the masses which makes them not to be trustworthy.",2025-09-02T02:27:56.498274+00:00,False,,,,public,,,2025-09-02T02:27:55.964Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=6791a8549ed23cc3997dd33a&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b655e12c8080f761f6c115,Page 1: 02:26:58; Page 2: 02:27:51,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,"No, this is because the government ides critical information from the masses which makes them not to be trustworthy.","{""_session_id"": ""mf1xgpr5-iukyda"", ""_page_visits"": {""0"": ""2025-09-02T02:26:58.647Z"", ""1"": ""2025-09-02T02:27:51.676Z""}, ""_submitted_at"": ""2025-09-02T02:27:56.497924"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:27:55.964Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=6791a8549ed23cc3997dd33a&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b655e12c8080f761f6c115"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""No, this is because the government ides critical information from the masses which makes them not to be trustworthy.""}"
8827,mf1xg4ab-63vii4,no-vote,yes of course lest we would be sand by now we need authorities in our lives,2025-09-02T02:26:32.957653+00:00,False,,,,public,,,2025-09-02T02:26:30.708Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=67e99ec5ac9317593a3fd76b&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b65567415e44620b16ef7a,Page 1: 02:24:53; Page 2: 02:26:29,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,yes of course lest we would be sand by now we need authorities in our lives,"{""_session_id"": ""mf1xe10d-o8mvuv"", ""_page_visits"": {""0"": ""2025-09-02T02:24:53.535Z"", ""1"": ""2025-09-02T02:26:29.204Z""}, ""_submitted_at"": ""2025-09-02T02:26:32.956909"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:26:30.708Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=67e99ec5ac9317593a3fd76b&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b65567415e44620b16ef7a"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""yes of course lest we would be sand by now we need authorities in our lives""}"
8825,mf1xfsyb-lug0xy,no-vote,I fully support the government enforcing vaccination and quarantine measures. I think this ensures everyone's safety at the end of the day.,2025-09-02T02:26:16.517449+00:00,False,,,,public,,,2025-09-02T02:26:16.019Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=62e048dfdad3b6080f9a0b0c&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b6556c886fa7fba5f024aa,Page 1: 02:24:51; Page 2: 02:26:15,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,I fully support the government enforcing vaccination and quarantine measures. I think this ensures everyone's safety at the end of the day.,"{""_session_id"": ""mf1xdzf8-1u7lt1"", ""_page_visits"": {""0"": ""2025-09-02T02:24:51.195Z"", ""1"": ""2025-09-02T02:26:15.009Z""}, ""_submitted_at"": ""2025-09-02T02:26:16.517071"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:26:16.019Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=62e048dfdad3b6080f9a0b0c&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b6556c886fa7fba5f024aa"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I fully support the government enforcing vaccination and quarantine measures. I think this ensures everyone's safety at the end of the day.""}"
8816,mf1xe9ik-hbsllm,no-vote,"No I do not, this is a form of stupid evil satanic and worthless Marxist communist doctrine. ",2025-09-02T02:25:04.228077+00:00,False,,,,public,,,2025-09-02T02:25:04.172Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=5fefefa4c9707d3516361c9c&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b65530028eba22bf1dbd3a,Page 1: 02:23:54; Page 2: 02:25:00,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,"No I do not, this is a form of stupid evil satanic and worthless Marxist communist doctrine. ","{""_session_id"": ""mf1xcroa-gwg99t"", ""_page_visits"": {""0"": ""2025-09-02T02:23:54.758Z"", ""1"": ""2025-09-02T02:25:00.056Z""}, ""_submitted_at"": ""2025-09-02T02:25:04.227711"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:25:04.172Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=5fefefa4c9707d3516361c9c&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b65530028eba22bf1dbd3a"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""No I do not, this is a form of stupid evil satanic and worthless Marxist communist doctrine. ""}"
8815,mf1xe1yh-9envdg,no-vote,"Yes, because in severe epidemics, it is important to have sufficient coverage of immunity across the general population to mitigate spread. The government is there to support the greater good of the populace, and I think this falls under that responsibility.",2025-09-02T02:24:54.464069+00:00,False,,,,public,,,2025-09-02T02:24:54.378Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=676f2ff678d74407b518207d&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b655287dfa4f81b81dbf5a,Page 1: 02:23:44; Page 2: 02:24:52,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,"Yes, because in severe epidemics, it is important to have sufficient coverage of immunity across the general population to mitigate spread. The government is there to support the greater good of the populace, and I think this falls under that responsibility.","{""_session_id"": ""mf1xcjsv-2mixi0"", ""_page_visits"": {""0"": ""2025-09-02T02:23:44.231Z"", ""1"": ""2025-09-02T02:24:52.208Z""}, ""_submitted_at"": ""2025-09-02T02:24:54.463710"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:24:54.378Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=676f2ff678d74407b518207d&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b655287dfa4f81b81dbf5a"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Yes, because in severe epidemics, it is important to have sufficient coverage of immunity across the general population to mitigate spread. The government is there to support the greater good of the populace, and I think this falls under that responsibility.""}"
8808,mf1xc0e3-z971sw,no-vote,I think it’s really important for the government to have the power to require vaccinations and quarantine when there’s a serious outbreak. It helps keep everyone safe and stops the disease from spreading too much.,2025-09-02T02:23:19.650630+00:00,False,,,,public,,,2025-09-02T02:23:19.036Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=67cc96b64c3dc17edc0a4c45&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b654df3851704b052828d1,Page 1: 02:22:33; Page 2: 02:23:05,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,I think it’s really important for the government to have the power to require vaccinations and quarantine when there’s a serious outbreak. It helps keep everyone safe and stops the disease from spreading too much.,"{""_session_id"": ""mf1xb0o6-ad8e1p"", ""_page_visits"": {""0"": ""2025-09-02T02:22:33.101Z"", ""1"": ""2025-09-02T02:23:05.458Z""}, ""_submitted_at"": ""2025-09-02T02:23:19.650254"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:23:19.036Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=67cc96b64c3dc17edc0a4c45&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b654df3851704b052828d1"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think it\u2019s really important for the government to have the power to require vaccinations and quarantine when there\u2019s a serious outbreak. It helps keep everyone safe and stops the disease from spreading too much.""}"
8807,mf1xbs7j-jvj6c8,no-vote,"I support the government having the authority to enforce vaccination and quarantine measures because the faster people get immunized and protected, the faster the epidemic will end. The vaccination and quarantine measures only get more effective the more people follow instructions, therefore it is important that people know what they should do.",2025-09-02T02:23:08.541305+00:00,False,,,,public,,,2025-09-02T02:23:08.431Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=65b918d4a314afdb09f86c77&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b654be5aedb559d6de40eb,Page 1: 02:21:54; Page 2: 02:23:07,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,"I support the government having the authority to enforce vaccination and quarantine measures because the faster people get immunized and protected, the faster the epidemic will end. The vaccination and quarantine measures only get more effective the more people follow instructions, therefore it is important that people know what they should do.","{""_session_id"": ""mf1xa7gf-xedp86"", ""_page_visits"": {""0"": ""2025-09-02T02:21:54.961Z"", ""1"": ""2025-09-02T02:23:07.401Z""}, ""_submitted_at"": ""2025-09-02T02:23:08.540968"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:23:08.431Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=65b918d4a314afdb09f86c77&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b654be5aedb559d6de40eb"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I support the government having the authority to enforce vaccination and quarantine measures because the faster people get immunized and protected, the faster the epidemic will end. The vaccination and quarantine measures only get more effective the more people follow instructions, therefore it is important that people know what they should do.""}"
8799,mf1xa4vf-etd9it,no-vote,Yes I think it's important if they believe it is truely and emergency situation to be able to require vaccines and/or quarantine ,2025-09-02T02:21:52.994248+00:00,False,,,,public,,,2025-09-02T02:21:51.532Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=66296a13adb9393903a9cc1a&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b6545f1290306ab87b688c,Page 1: 02:20:41; Page 2: 02:21:46,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,Yes I think it's important if they believe it is truely and emergency situation to be able to require vaccines and/or quarantine ,"{""_session_id"": ""mf1x8moq-k5un8g"", ""_page_visits"": {""0"": ""2025-09-02T02:20:41.493Z"", ""1"": ""2025-09-02T02:21:46.219Z""}, ""_submitted_at"": ""2025-09-02T02:21:52.993889"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:21:51.532Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=66296a13adb9393903a9cc1a&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b6545f1290306ab87b688c"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""Yes I think it's important if they believe it is truely and emergency situation to be able to require vaccines and/or quarantine ""}"
8793,mf1x8ega-pdj5aa,no-vote,"I do not support government enforcing vaccination and quarantine measures during severe epidemics. I think the government should make vaccines available, but not mandatory. ",2025-09-02T02:20:31.651838+00:00,False,,,,public,,,2025-09-02T02:20:30.635Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=673d016e27ff008ac4175fb1&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b654320b599ad1e3de46c3,Page 1: 02:19:35; Page 2: 02:20:28,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,"I do not support government enforcing vaccination and quarantine measures during severe epidemics. I think the government should make vaccines available, but not mandatory. ","{""_session_id"": ""mf1x77pk-cdviic"", ""_page_visits"": {""0"": ""2025-09-02T02:19:35.293Z"", ""1"": ""2025-09-02T02:20:28.953Z""}, ""_submitted_at"": ""2025-09-02T02:20:31.651470"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:20:30.635Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=673d016e27ff008ac4175fb1&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b654320b599ad1e3de46c3"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I do not support government enforcing vaccination and quarantine measures during severe epidemics. I think the government should make vaccines available, but not mandatory. ""}"
8782,mf1x69om-4ld7uh,no-vote,"I think the government should have the power to enforce quarantine measures because it keeps people safe during the pandemics, and vaccinations help protect people from getting sick. ",2025-09-02T02:18:51.123033+00:00,False,,,,public,,,2025-09-02T02:18:51.142Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=655d44dc7b5bb3ccd359375f&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b653d70b599ad1e3de46c1,Page 1: 02:18:03; Page 2: 02:18:49,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,"I think the government should have the power to enforce quarantine measures because it keeps people safe during the pandemics, and vaccinations help protect people from getting sick. ","{""_session_id"": ""mf1x58vb-k6vndl"", ""_page_visits"": {""0"": ""2025-09-02T02:18:03.546Z"", ""1"": ""2025-09-02T02:18:49.393Z""}, ""_submitted_at"": ""2025-09-02T02:18:51.122689"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:18:51.142Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=655d44dc7b5bb3ccd359375f&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b653d70b599ad1e3de46c1"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I think the government should have the power to enforce quarantine measures because it keeps people safe during the pandemics, and vaccinations help protect people from getting sick. ""}"
8777,mf1x5gt2-seflws,no-vote,I support the government having the authority to enforce vaccination and quarantine measures during severe epidemics because it is for the common good and helps protect everyone’s health. Having these measures in place help stop the spread of diseases and quickly save lives.,2025-09-02T02:18:13.975352+00:00,False,,,,public,,,2025-09-02T02:18:13.718Z,https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=6310bf2d4897ec60e9079b63&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b652dfae17c15b3e4758a0,Page 1: 02:15:58; Page 2: 02:18:02,Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1–2 sentences.: Visible,I support the government having the authority to enforce vaccination and quarantine measures during severe epidemics because it is for the common good and helps protect everyone’s health. Having these measures in place help stop the spread of diseases and quickly save lives.,"{""_session_id"": ""mf1x2kf0-k46pbe"", ""_page_visits"": {""0"": ""2025-09-02T02:15:58.536Z"", ""1"": ""2025-09-02T02:18:02.225Z""}, ""_submitted_at"": ""2025-09-02T02:18:13.974591"", ""_module_status"": {""ae448238-cfa7-43f4-8809-6b36c5880c40"": {""id"": ""ae448238-cfa7-43f4-8809-6b36c5880c40"", ""type"": ""text"", ""title"": ""Do you support the government having the authority to enforce vaccination and quarantine measures during severe epidemics? Please answer briefly in 1\u20132 sentences."", ""hasValue"": true, ""isVisible"": true, ""pageIndex"": 0, ""conditions"": [], ""isDisabled"": false, ""isCompleted"": true}}, ""_access_control"": {""type"": ""public"", ""access_granted_at"": ""2025-09-02T02:18:13.718Z""}, ""_participation_url"": ""https://app.deliberation.io/participate/020cc470-6a20-487c-b199-c981a6ffa221?PROLIFIC_PID=6310bf2d4897ec60e9079b63&STUDY_ID=68b36213d94873f22952dc5b&SESSION_ID=68b652dfae17c15b3e4758a0"", ""_random_condition_results"": {}, ""_randomized_module_orders"": {}, ""ae448238-cfa7-43f4-8809-6b36c5880c40"": ""I support the government having the authority to enforce vaccination and quarantine measures during severe epidemics because it is for the common good and helps protect everyone\u2019s health. Having these measures in place help stop the spread of diseases and quickly save lives.""}"
